datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-10-18T00:00:00Z,4,0,1,1,19.68,23.485,82,0,8,23,31
2012-02-16T12:00:00Z,1,0,1,3,13.12,16.665,76,6.0032,1,44,45
2012-04-08T03:00:00Z,2,0,0,1,17.22,21.21,26,8.9981,8,18,26
2012-07-06T02:00:00Z,3,0,1,1,31.16,35.605,62,8.9981,4,13,17
2012-12-11T05:00:00Z,4,0,1,3,13.94,15.15,71,22.0028,1,40,41
2012-08-13T05:00:00Z,3,0,1,1,26.24,30.305,69,7.0015,3,33,36
2011-11-05T01:00:00Z,4,0,0,1,13.12,15.15,45,19.9995,5,57,62
2011-02-16T12:00:00Z,1,0,1,1,15.58,19.695,32,22.0028,14,72,86
2011-03-15T02:00:00Z,1,0,1,1,12.3,15.15,62,6.0032,1,2,3
2011-12-08T04:00:00Z,4,0,1,2,9.84,9.85,60,31.0009,0,2,2
2011-08-19T15:00:00Z,3,0,1,1,32.8,37.12,49,7.0015,66,156,222
2012-02-15T04:00:00Z,1,0,1,1,11.48,14.395,70,7.0015,0,1,1
2011-10-12T18:00:00Z,4,0,1,3,22.14,25.76,94,8.9981,11,161,172
2011-11-10T21:00:00Z,4,0,1,1,14.76,16.665,57,16.9979,6,130,136
2011-06-10T11:00:00Z,2,0,1,1,33.62,37.88,46,0,46,107,153
2012-05-12T20:00:00Z,2,0,0,1,25.42,31.06,46,11.0014,113,174,287
2012-10-17T03:00:00Z,4,0,1,1,14.76,18.94,87,0,0,7,7
2011-09-08T22:00:00Z,3,0,1,3,25.42,25.76,100,6.0032,5,65,70
2012-09-02T19:00:00Z,3,0,0,2,28.7,33.335,84,15.0013,140,152,292
2012-08-06T18:00:00Z,3,0,1,1,33.62,37.12,41,8.9981,100,743,843
2012-08-19T06:00:00Z,3,0,0,2,25.42,30.305,69,7.0015,5,15,20
2012-04-16T20:00:00Z,2,1,0,1,30.34,32.575,37,19.9995,48,327,375
2012-07-14T14:00:00Z,3,0,0,1,32.8,37.88,55,7.0015,269,363,632
2011-05-04T16:00:00Z,2,0,1,1,20.5,24.24,45,31.0009,22,173,195
2011-06-03T03:00:00Z,2,0,1,1,22.14,25.76,49,15.0013,0,5,5
2011-08-04T23:00:00Z,3,0,1,1,27.06,31.06,74,7.0015,24,108,132
2011-10-12T10:00:00Z,4,0,1,2,22.14,25.76,88,26.0027,15,98,113
2012-01-08T00:00:00Z,1,0,0,1,15.58,19.695,40,19.0012,14,77,91
2012-05-12T15:00:00Z,2,0,0,1,27.88,31.06,24,12.998,269,321,590
2011-05-10T22:00:00Z,2,0,1,1,21.32,25,55,7.0015,29,121,150
2011-09-02T18:00:00Z,3,0,1,2,27.88,31.82,65,12.998,50,305,355
2012-09-13T16:00:00Z,3,0,1,1,29.52,32.575,39,6.0032,85,406,491
2011-05-11T23:00:00Z,2,0,1,1,18.86,22.725,88,16.9979,12,69,81
2012-06-19T21:00:00Z,2,0,1,1,31.16,35.605,62,11.0014,37,239,276
2012-01-04T05:00:00Z,1,0,1,1,0.82,2.275,41,12.998,0,14,14
2011-06-04T05:00:00Z,2,0,0,1,20.5,24.24,64,0,3,5,8
2011-01-06T12:00:00Z,1,0,1,1,10.66,14.395,35,0,6,78,84
2012-12-08T17:00:00Z,4,0,0,1,15.58,19.695,87,8.9981,77,268,345
2012-05-16T20:00:00Z,2,0,1,1,27.06,31.06,65,16.9979,61,398,459
2012-08-04T08:00:00Z,3,0,0,1,30.34,36.365,72,12.998,49,132,181
2011-02-03T02:00:00Z,1,0,1,1,7.38,8.335,43,16.9979,0,2,2
2012-10-03T18:00:00Z,4,0,1,1,28.7,32.575,65,0,54,756,810
2012-07-09T01:00:00Z,3,0,1,3,28.7,33.335,89,7.0015,5,13,18
2012-03-05T04:00:00Z,1,0,1,1,8.2,11.365,55,6.0032,0,1,1
2012-07-12T14:00:00Z,3,0,1,1,31.98,34.09,33,15.0013,42,167,209
2011-09-10T12:00:00Z,3,0,0,1,29.52,34.09,62,15.0013,144,260,404
2011-01-09T15:00:00Z,1,0,0,1,9.02,9.85,35,23.9994,5,77,82
2011-07-01T07:00:00Z,3,0,1,1,27.06,31.06,54,7.0015,25,218,243
2012-07-12T05:00:00Z,3,0,1,1,25.42,29.545,73,7.0015,4,40,44
2011-11-14T21:00:00Z,4,0,1,1,24.6,31.06,53,23.9994,37,176,213
2012-10-12T13:00:00Z,4,0,1,1,22.96,26.515,37,26.0027,81,300,381
2012-05-10T12:00:00Z,2,0,1,1,21.32,25,48,27.9993,65,207,272
2012-11-11T20:00:00Z,4,0,0,1,18.04,21.97,62,11.0014,54,146,200
2011-09-11T05:00:00Z,3,0,0,1,24.6,28.03,83,8.9981,15,24,39
2012-02-14T03:00:00Z,1,0,1,2,10.66,15.15,52,0,0,3,3
2011-08-13T23:00:00Z,3,0,0,2,27.06,30.305,83,22.0028,25,95,120
2012-12-13T11:00:00Z,4,0,1,1,13.94,15.91,42,16.9979,25,164,189
2012-05-14T10:00:00Z,2,0,1,3,22.14,25.76,88,16.9979,6,53,59
2012-07-19T03:00:00Z,3,0,1,1,29.52,34.09,70,7.0015,1,4,5
2011-09-17T19:00:00Z,3,0,0,1,21.32,25,68,8.9981,70,186,256
2012-02-09T20:00:00Z,1,0,1,1,13.12,17.425,36,0,2,197,199
2012-02-10T07:00:00Z,1,0,1,1,8.2,10.605,59,11.0014,5,225,230
2012-09-04T07:00:00Z,3,0,1,2,27.88,31.82,89,7.0015,13,480,493
2011-05-01T22:00:00Z,2,0,0,2,18.86,22.725,82,0,32,68,100
2012-10-16T01:00:00Z,4,0,1,1,18.04,21.97,67,12.998,4,9,13
2011-09-12T14:00:00Z,3,0,1,1,30.34,33.335,51,11.0014,60,129,189
2011-08-06T13:00:00Z,3,0,0,2,32.8,38.635,59,22.0028,176,265,441
2011-03-04T06:00:00Z,1,0,1,2,6.56,9.85,74,6.0032,1,28,29
2011-09-17T12:00:00Z,3,0,0,2,21.32,25,67,15.0013,115,257,372
2012-08-04T02:00:00Z,3,0,0,1,29.52,35.605,84,8.9981,20,64,84
2011-12-11T13:00:00Z,4,0,0,1,12.3,16.665,31,0,44,224,268
2011-05-04T22:00:00Z,2,0,1,1,15.58,19.695,62,15.0013,9,80,89
2011-04-01T13:00:00Z,2,0,1,1,14.76,16.665,50,23.9994,18,92,110
2012-08-18T21:00:00Z,3,0,0,1,27.06,31.06,61,0,90,248,338
2011-11-03T01:00:00Z,4,0,1,1,13.94,16.665,81,8.9981,3,12,15
2011-07-10T17:00:00Z,3,0,0,1,34.44,37.12,36,15.0013,146,217,363
2011-11-03T15:00:00Z,4,0,1,1,21.32,25,52,11.0014,24,138,162
2012-10-10T21:00:00Z,4,0,1,1,20.5,24.24,51,23.9994,18,251,269
2012-05-06T05:00:00Z,2,0,0,3,21.32,25,83,11.0014,1,10,11
2011-12-07T04:00:00Z,4,0,1,3,18.86,22.725,100,11.0014,0,1,1
2011-10-03T16:00:00Z,4,0,1,2,16.4,20.455,76,7.0015,16,202,218
2012-08-17T06:00:00Z,3,0,1,1,25.42,12.12,78,8.9981,6,151,157
2012-03-17T08:00:00Z,1,0,0,2,17.22,21.21,94,7.0015,63,155,218
2011-03-05T13:00:00Z,1,0,0,2,18.86,22.725,67,19.0012,60,130,190
2011-08-04T05:00:00Z,3,0,1,2,27.88,31.82,89,0,3,17,20
2012-06-11T14:00:00Z,2,0,1,2,33.62,36.365,34,19.0012,66,193,259
2011-04-14T20:00:00Z,2,0,1,1,20.5,24.24,51,12.998,22,147,169
2011-10-11T10:00:00Z,4,0,1,2,24.6,29.545,69,8.9981,38,111,149
2012-06-12T16:00:00Z,2,0,1,2,27.06,29.545,89,19.0012,30,209,239
2011-12-18T02:00:00Z,4,0,0,1,9.02,12.12,55,7.0015,2,39,41
2012-06-08T20:00:00Z,2,0,1,1,29.52,32.575,32,8.9981,117,291,408
2012-04-10T20:00:00Z,2,0,1,1,18.86,22.725,28,26.0027,34,248,282
2012-07-10T06:00:00Z,3,0,1,2,27.88,31.82,79,7.0015,4,183,187
2012-09-04T02:00:00Z,3,0,1,1,27.88,31.82,82,8.9981,1,4,5
2011-08-09T11:00:00Z,3,0,1,1,32.8,38.635,59,15.0013,61,88,149
2011-12-17T13:00:00Z,4,0,0,2,11.48,13.635,48,16.9979,32,204,236
2011-02-03T05:00:00Z,1,0,1,1,6.56,6.82,50,19.9995,0,2,2
2012-04-18T10:00:00Z,2,0,1,3,19.68,23.485,47,15.0013,31,116,147
2012-01-01T14:00:00Z,1,0,0,1,18.04,21.97,54,19.9995,120,147,267
2011-09-01T00:00:00Z,3,0,1,1,24.6,28.79,78,7.0015,18,33,51
2012-01-10T15:00:00Z,1,0,1,1,17.22,21.21,38,19.9995,17,119,136
2012-03-07T22:00:00Z,1,0,1,1,18.86,22.725,59,19.9995,10,149,159
2012-02-05T06:00:00Z,1,0,0,2,10.66,12.12,70,16.9979,0,4,4
2012-01-16T21:00:00Z,1,1,0,1,11.48,12.88,52,22.0028,3,46,49
2011-06-05T19:00:00Z,2,0,0,1,27.88,31.82,65,11.0014,108,249,357
2012-08-06T05:00:00Z,3,0,1,1,28.7,33.335,79,12.998,2,23,25
2012-06-02T17:00:00Z,2,0,0,1,26.24,31.06,36,0,248,338,586
2012-04-18T20:00:00Z,2,0,1,2,17.22,21.21,77,7.0015,8,252,260
2012-06-01T14:00:00Z,2,0,1,3,29.52,34.09,66,19.0012,55,199,254
2011-07-17T13:00:00Z,3,0,0,1,32.8,37.12,49,19.9995,200,272,472
2012-09-15T21:00:00Z,3,0,0,1,22.96,26.515,52,7.0015,86,210,296
2012-11-13T15:00:00Z,4,0,1,1,16.4,20.455,40,19.9995,33,184,217
2011-02-12T17:00:00Z,1,0,0,1,13.12,14.395,31,35.0008,24,113,137
2012-08-07T21:00:00Z,3,0,1,2,29.52,34.85,74,0,70,247,317
2011-02-04T09:00:00Z,1,0,1,2,6.56,9.09,80,8.9981,3,124,127
2011-09-07T12:00:00Z,3,0,1,3,22.96,26.515,94,0,1,21,22
2011-04-07T14:00:00Z,2,0,1,1,22.96,26.515,43,6.0032,46,111,157
2011-05-06T20:00:00Z,2,0,1,1,21.32,25,48,7.0015,29,161,190
2012-09-11T03:00:00Z,3,0,1,1,19.68,23.485,67,8.9981,1,7,8
2012-10-03T10:00:00Z,4,0,1,1,27.06,30.305,78,11.0014,29,146,175
2012-12-09T18:00:00Z,4,0,0,3,14.76,18.18,93,6.0032,17,181,198
2011-09-11T21:00:00Z,3,0,0,1,26.24,30.305,69,0,45,114,159
2011-01-10T14:00:00Z,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
2011-02-17T23:00:00Z,1,0,1,1,18.86,22.725,67,19.9995,4,40,44
2011-04-18T09:00:00Z,2,0,1,2,20.5,24.24,55,7.0015,37,132,169
2012-04-14T10:00:00Z,2,0,0,1,18.86,22.725,51,11.0014,139,267,406
2011-01-16T02:00:00Z,1,0,0,1,10.66,14.395,56,6.0032,3,13,16
2012-06-09T22:00:00Z,2,0,0,1,28.7,32.575,58,11.0014,63,151,214
2012-03-01T07:00:00Z,1,0,1,2,18.04,21.97,94,8.9981,8,296,304
2011-01-03T12:00:00Z,1,0,1,1,9.02,10.605,35,19.9995,13,48,61
2012-06-16T14:00:00Z,2,0,0,1,29.52,32.575,37,15.0013,264,309,573
2011-12-05T18:00:00Z,4,0,1,1,18.04,21.97,77,0,13,386,399
2012-09-03T03:00:00Z,3,1,0,1,27.06,29.545,89,8.9981,6,22,28
2012-10-07T01:00:00Z,4,0,0,1,18.04,21.97,54,15.0013,29,80,109
2011-08-11T23:00:00Z,3,0,1,1,27.06,31.06,50,11.0014,22,105,127
2012-03-16T17:00:00Z,1,0,1,3,19.68,23.485,82,6.0032,23,235,258
2011-06-03T00:00:00Z,2,0,1,1,25.42,31.06,38,19.0012,15,53,68
2011-12-07T07:00:00Z,4,0,1,3,18.04,21.97,100,7.0015,3,43,46
2012-02-09T02:00:00Z,1,0,1,1,9.02,11.365,80,8.9981,0,2,2
2011-04-12T18:00:00Z,2,0,1,3,18.04,21.97,77,15.0013,21,203,224
2012-05-03T16:00:00Z,2,0,1,1,27.88,31.82,57,11.0014,45,325,370
2012-03-16T20:00:00Z,1,0,1,1,18.86,22.725,88,0,31,204,235
2011-05-11T16:00:00Z,2,0,1,1,27.06,31.06,39,0,49,240,289
2012-06-08T15:00:00Z,2,0,1,1,31.16,33.335,29,19.0012,98,299,397
2011-11-06T15:00:00Z,4,0,0,1,19.68,23.485,51,12.998,96,210,306
2012-05-05T11:00:00Z,2,0,0,1,28.7,32.575,58,6.0032,221,354,575
2011-02-14T19:00:00Z,1,0,1,1,15.58,19.695,43,32.9975,12,86,98
2012-05-19T20:00:00Z,2,0,0,1,27.88,31.82,41,6.0032,118,197,315
2011-11-16T02:00:00Z,4,0,1,2,18.86,22.725,94,7.0015,4,6,10
2012-03-12T21:00:00Z,1,0,1,2,22.14,25.76,56,15.0013,22,183,205
2012-06-18T00:00:00Z,2,0,1,1,22.96,26.515,73,16.9979,12,28,40
2011-01-14T19:00:00Z,1,0,1,1,6.56,9.85,59,6.0032,3,89,92
2012-10-08T20:00:00Z,4,1,0,3,16.4,20.455,71,15.0013,20,207,227
2012-04-10T19:00:00Z,2,0,1,1,21.32,25,20,23.9994,51,428,479
2012-08-07T08:00:00Z,3,0,1,2,28.7,32.575,70,11.0014,41,664,705
2011-06-11T21:00:00Z,2,0,0,1,27.06,31.06,74,15.0013,76,144,220
2011-04-09T02:00:00Z,2,0,0,2,13.12,15.15,87,15.0013,2,15,17
2011-06-07T23:00:00Z,2,0,1,1,27.88,31.82,79,7.0015,18,72,90
2012-11-04T16:00:00Z,4,0,0,1,16.4,20.455,40,22.0028,119,316,435
2011-10-05T02:00:00Z,4,0,1,1,18.86,22.725,82,11.0014,1,2,3
2011-08-13T05:00:00Z,3,0,0,1,26.24,30.305,73,7.0015,3,15,18
2012-03-14T23:00:00Z,1,0,1,1,22.96,26.515,43,11.0014,19,72,91
2012-01-05T18:00:00Z,1,0,1,1,13.94,16.665,36,11.0014,9,374,383
2011-08-02T18:00:00Z,3,0,1,2,35.26,37.88,34,12.998,65,491,556
2012-09-02T22:00:00Z,3,0,0,3,27.88,31.82,83,8.9981,66,100,166
2012-06-07T06:00:00Z,2,0,1,1,18.86,22.725,88,7.0015,5,165,170
2012-09-09T22:00:00Z,3,0,0,1,23.78,27.275,49,16.9979,64,125,189
2012-09-03T19:00:00Z,3,1,0,1,29.52,34.85,74,12.998,73,301,374
2012-05-11T12:00:00Z,2,0,1,1,22.96,26.515,28,27.9993,89,259,348
2012-11-18T10:00:00Z,4,0,0,1,13.94,15.15,66,19.9995,79,250,329
2012-12-03T14:00:00Z,4,0,1,1,24.6,31.06,53,0,51,209,260
2011-11-12T18:00:00Z,4,0,0,1,17.22,21.21,58,12.998,53,150,203
2012-10-19T09:00:00Z,4,0,1,2,22.14,25.76,94,7.0015,26,363,389
2011-01-05T23:00:00Z,1,0,1,1,8.2,12.88,47,0,1,18,19
2011-08-18T08:00:00Z,3,0,1,1,27.06,31.06,74,19.0012,27,393,420
2012-03-14T13:00:00Z,1,0,1,1,27.06,31.06,27,15.0013,57,197,254
2011-04-15T14:00:00Z,2,1,0,1,22.14,25.76,52,16.9979,57,106,163
2011-10-15T13:00:00Z,4,0,0,1,24.6,31.06,35,31.0009,171,223,394
2011-07-03T13:00:00Z,3,0,0,1,32.8,38.635,59,15.0013,248,173,421
2012-04-03T14:00:00Z,2,0,1,1,22.96,26.515,21,15.0013,120,191,311
2011-12-18T11:00:00Z,4,0,0,2,9.84,11.365,60,15.0013,20,168,188
2011-11-12T05:00:00Z,4,0,0,1,9.02,12.88,75,6.0032,1,3,4
2011-08-07T13:00:00Z,3,0,0,1,36.9,42.425,42,19.9995,118,206,324
2012-09-05T13:00:00Z,3,0,1,1,32.8,39.395,63,11.0014,50,184,234
2011-08-06T22:00:00Z,3,0,0,2,28.7,33.335,84,22.0028,24,96,120
2012-10-13T06:00:00Z,4,0,0,1,12.3,14.395,61,12.998,5,23,28
2011-04-11T15:00:00Z,2,0,1,1,30.34,33.335,48,35.0008,56,85,141
2011-02-14T23:00:00Z,1,0,1,1,13.12,14.395,49,32.9975,1,19,20
2011-04-03T17:00:00Z,2,0,0,2,18.86,22.725,28,8.9981,148,126,274
2011-02-07T17:00:00Z,1,0,1,2,13.12,15.91,70,11.0014,9,207,216
2011-02-08T13:00:00Z,1,0,1,2,9.84,9.85,32,30.0026,2,48,50
2011-09-04T14:00:00Z,3,0,0,1,31.98,37.88,66,22.0028,205,156,361
2012-02-02T05:00:00Z,1,0,1,3,16.4,20.455,82,0,0,19,19
2011-01-10T12:00:00Z,1,0,1,2,8.2,9.09,40,19.0012,5,47,52
2011-02-04T20:00:00Z,1,0,1,2,9.84,12.12,65,11.0014,2,69,71
2012-11-09T05:00:00Z,4,0,1,1,12.3,14.395,56,12.998,2,25,27
2012-11-07T16:00:00Z,4,0,1,2,13.12,14.395,53,23.9994,23,250,273
2011-07-04T14:00:00Z,3,1,0,1,32.8,36.365,46,0,235,173,408
2011-07-03T11:00:00Z,3,0,0,1,31.16,35.605,62,7.0015,215,175,390
2011-07-15T08:00:00Z,3,0,1,1,26.24,30.305,65,16.9979,50,514,564
2011-11-06T09:00:00Z,4,0,0,2,12.3,15.91,75,6.0032,36,134,170
2011-04-17T21:00:00Z,2,0,0,1,20.5,24.24,42,12.998,13,70,83
2011-02-09T16:00:00Z,1,0,1,2,8.2,9.85,37,16.9979,7,72,79
2012-01-10T05:00:00Z,1,0,1,1,16.4,20.455,47,15.0013,0,23,23
2011-02-01T02:00:00Z,1,0,1,2,6.56,11.365,69,0,0,2,2
2012-03-06T01:00:00Z,1,0,1,1,8.2,9.85,44,16.9979,0,6,6
2011-05-07T16:00:00Z,2,0,0,1,24.6,31.06,38,12.998,119,223,342
2012-12-13T00:00:00Z,4,0,1,2,11.48,13.635,52,15.0013,1,31,32
2012-10-11T03:00:00Z,4,0,1,1,17.22,21.21,47,19.9995,0,3,3
2011-07-10T02:00:00Z,3,0,0,1,27.88,31.82,69,6.0032,28,68,96
2012-05-16T07:00:00Z,2,0,1,1,22.96,26.515,83,0,14,426,440
2011-05-03T01:00:00Z,2,0,1,2,22.96,26.515,78,16.9979,0,14,14
2012-02-08T05:00:00Z,1,0,1,1,9.84,12.88,70,6.0032,0,20,20
2011-04-10T01:00:00Z,2,0,0,2,15.58,19.695,87,8.9981,6,31,37
2011-10-03T07:00:00Z,4,0,1,2,14.76,17.425,71,8.9981,8,241,249
2011-08-07T02:00:00Z,3,0,0,2,28.7,33.335,84,15.0013,18,48,66
2012-12-16T01:00:00Z,4,0,0,3,13.94,17.425,76,7.0015,14,82,96
2012-09-19T09:00:00Z,3,0,1,1,22.14,25.76,60,16.9979,26,336,362
2012-10-11T07:00:00Z,4,0,1,1,14.76,16.665,50,16.9979,11,467,478
2012-07-12T21:00:00Z,3,0,1,1,29.52,33.335,48,15.0013,44,329,373
2011-06-09T17:00:00Z,2,0,1,1,36.9,40.91,37,16.9979,54,355,409
2012-08-19T13:00:00Z,3,0,0,3,26.24,28.79,83,8.9981,50,112,162
2011-01-13T04:00:00Z,1,0,1,1,5.74,6.06,50,16.9979,0,4,4
2011-12-09T14:00:00Z,4,0,1,1,15.58,19.695,46,19.0012,24,163,187
2011-11-01T16:00:00Z,4,0,1,1,19.68,23.485,44,11.0014,46,252,298
2011-08-11T12:00:00Z,3,0,1,1,31.98,34.09,31,16.9979,50,164,214
2012-05-07T20:00:00Z,2,0,1,1,22.14,25.76,52,19.0012,46,277,323
2011-12-01T08:00:00Z,4,0,1,1,10.66,11.365,60,22.0028,15,462,477
2012-02-10T20:00:00Z,1,0,1,2,13.12,17.425,57,0,7,144,151
2011-06-10T08:00:00Z,2,0,1,1,30.34,34.09,58,8.9981,29,423,452
2011-01-06T00:00:00Z,1,0,1,1,7.38,12.12,55,0,0,11,11
2011-08-19T10:00:00Z,3,0,1,1,29.52,34.09,62,6.0032,57,108,165
2011-12-15T15:00:00Z,4,0,1,3,21.32,25,55,15.0013,6,76,82
2012-08-19T08:00:00Z,3,0,0,2,26.24,30.305,69,7.0015,34,90,124
2011-04-09T15:00:00Z,2,0,0,2,14.76,18.94,87,0,85,116,201
2012-11-14T06:00:00Z,4,0,1,1,9.84,11.365,65,12.998,4,142,146
2011-01-10T01:00:00Z,1,0,1,1,4.92,6.06,50,19.0012,1,0,1
2011-10-09T20:00:00Z,4,0,0,1,22.96,26.515,73,7.0015,59,134,193
2011-03-07T15:00:00Z,1,0,1,1,13.94,15.15,31,26.0027,32,64,96
2011-12-01T11:00:00Z,4,0,1,1,13.94,15.91,49,16.9979,7,95,102
2012-09-03T20:00:00Z,3,1,0,1,29.52,34.09,76,7.0015,78,183,261
2012-03-01T23:00:00Z,1,0,1,1,14.76,17.425,50,15.0013,9,76,85
2012-01-18T23:00:00Z,1,0,1,1,6.56,6.82,47,19.9995,2,36,38
2011-10-02T04:00:00Z,4,0,0,2,13.94,15.91,87,16.9979,4,3,7
2012-07-17T22:00:00Z,3,0,1,1,32.8,37.88,55,15.0013,29,215,244
2012-05-17T19:00:00Z,2,0,1,1,26.24,31.06,31,12.998,86,451,537
2012-04-12T02:00:00Z,2,0,1,1,13.12,15.15,61,19.0012,0,4,4
2012-06-01T16:00:00Z,2,0,1,3,30.34,34.09,58,30.0026,36,186,222
2011-10-14T19:00:00Z,4,0,1,1,22.14,25.76,39,22.0028,27,221,248
2012-02-02T18:00:00Z,1,0,1,1,16.4,20.455,43,31.0009,17,393,410
2011-04-18T18:00:00Z,2,0,1,1,26.24,31.06,31,23.9994,41,321,362
2012-05-10T00:00:00Z,2,0,1,3,20.5,24.24,77,11.0014,2,31,33
2012-10-05T01:00:00Z,4,0,1,1,22.14,25.76,68,7.0015,3,43,46
2012-03-11T07:00:00Z,1,0,0,1,9.02,11.365,69,8.9981,2,15,17
2012-09-05T09:00:00Z,3,0,1,1,30.34,34.85,70,16.9979,27,263,290
2012-02-19T08:00:00Z,1,0,0,2,9.84,11.365,56,12.998,8,48,56
2012-10-03T19:00:00Z,4,0,1,1,28.7,32.575,65,0,49,544,593
2011-08-01T11:00:00Z,3,0,1,1,36.08,38.635,32,11.0014,53,66,119
2012-11-02T08:00:00Z,4,0,1,1,13.12,16.665,57,7.0015,31,656,687
2012-05-03T01:00:00Z,2,0,1,2,18.86,22.725,88,7.0015,9,15,24
2011-03-09T15:00:00Z,1,0,1,2,14.76,16.665,71,19.9995,15,64,79
2011-05-09T00:00:00Z,2,0,1,1,18.86,22.725,82,6.0032,31,22,53
2011-05-15T16:00:00Z,2,0,0,1,26.24,30.305,69,16.9979,158,282,440
2012-12-18T07:00:00Z,4,0,1,1,14.76,17.425,93,8.9981,4,351,355
2012-12-05T23:00:00Z,4,0,1,1,12.3,13.635,49,26.0027,5,69,74
2011-04-02T10:00:00Z,2,0,0,2,14.76,17.425,57,11.0014,41,113,154
2012-11-04T03:00:00Z,4,0,0,1,11.48,14.395,61,7.0015,1,10,11
2012-02-09T10:00:00Z,1,0,1,1,9.02,10.605,51,15.0013,7,90,97
2011-12-17T04:00:00Z,4,0,0,1,9.84,12.12,65,11.0014,0,9,9
2011-06-10T05:00:00Z,2,0,1,1,27.06,30.305,78,11.0014,0,28,28
2011-09-18T08:00:00Z,3,0,0,1,18.86,22.725,72,16.9979,16,53,69
2012-07-02T05:00:00Z,3,0,1,2,29.52,33.335,51,0,3,37,40
2011-01-16T07:00:00Z,1,0,0,2,9.84,10.605,56,19.9995,0,3,3
2012-08-11T12:00:00Z,3,0,0,1,31.16,35.605,58,15.0013,214,332,546
2011-12-02T10:00:00Z,4,0,1,1,12.3,14.395,75,15.0013,16,89,105
2011-03-17T22:00:00Z,1,0,1,1,16.4,20.455,66,15.0013,17,70,87
2011-09-18T09:00:00Z,3,0,0,1,19.68,23.485,67,16.9979,46,94,140
2011-09-16T04:00:00Z,3,0,1,1,16.4,20.455,71,19.0012,1,3,4
2012-06-12T22:00:00Z,2,0,1,1,27.06,29.545,94,7.0015,19,188,207
2012-06-06T14:00:00Z,2,0,1,1,26.24,31.06,38,0,111,191,302
2012-12-07T12:00:00Z,4,0,1,2,13.94,16.665,71,12.998,36,204,240
2012-03-12T05:00:00Z,1,0,1,1,13.94,16.665,61,12.998,1,15,16
2011-05-04T12:00:00Z,2,0,1,2,18.04,21.97,62,23.9994,19,105,124
2012-04-16T04:00:00Z,2,1,0,1,22.14,25.76,77,15.0013,0,6,6
2012-09-04T18:00:00Z,3,0,1,1,31.16,37.12,75,15.0013,94,745,839
2012-10-05T13:00:00Z,4,0,1,1,28.7,32.575,48,0,117,307,424
2012-10-11T21:00:00Z,4,0,1,1,17.22,21.21,62,8.9981,24,236,260
2011-05-18T02:00:00Z,2,0,1,3,21.32,25,94,15.0013,1,5,6
2012-12-03T15:00:00Z,4,0,1,1,24.6,31.06,56,0,58,210,268
2012-09-06T13:00:00Z,3,0,1,2,29.52,34.85,79,7.0015,39,152,191
2011-07-19T19:00:00Z,3,0,1,1,31.16,37.12,75,12.998,54,334,388
2011-02-06T04:00:00Z,1,0,0,1,10.66,11.365,60,23.9994,0,2,2
2011-03-14T15:00:00Z,1,0,1,1,15.58,19.695,37,11.0014,24,77,101
2011-08-12T17:00:00Z,3,0,1,1,33.62,35.605,26,0,93,423,516
2012-03-10T21:00:00Z,1,0,0,1,12.3,14.395,39,15.0013,16,94,110
2011-10-12T06:00:00Z,4,0,1,2,22.14,25.76,88,16.9979,5,107,112
2011-06-19T20:00:00Z,2,0,0,1,28.7,32.575,70,12.998,86,146,232
2011-03-16T09:00:00Z,1,0,1,2,13.12,16.665,93,8.9981,10,144,154
2012-06-05T12:00:00Z,2,0,1,2,22.14,25.76,56,15.0013,45,202,247
2012-07-06T08:00:00Z,3,0,1,1,32.8,35.605,41,11.0014,28,557,585
2011-07-02T22:00:00Z,3,0,0,1,29.52,33.335,51,11.0014,78,123,201
2012-03-15T19:00:00Z,1,0,1,2,26.24,31.06,50,12.998,72,353,425
2011-04-03T12:00:00Z,2,0,0,1,18.04,21.97,38,19.0012,166,147,313
2012-12-18T16:00:00Z,4,0,1,1,18.04,21.97,41,31.0009,40,323,363
2012-01-14T04:00:00Z,1,0,0,1,5.74,7.575,50,8.9981,0,3,3
2012-02-11T23:00:00Z,1,0,0,3,4.92,3.79,50,32.9975,0,20,20
2012-02-04T10:00:00Z,1,0,0,1,9.84,12.88,87,7.0015,31,193,224
2012-11-13T21:00:00Z,4,0,1,1,12.3,13.635,49,23.9994,9,178,187
2011-03-10T08:00:00Z,1,0,1,3,15.58,19.695,0,19.0012,1,43,44
2011-01-07T07:00:00Z,1,0,1,1,8.2,10.605,69,8.9981,8,76,84
2012-01-10T01:00:00Z,1,0,1,2,9.02,12.12,93,7.0015,2,3,5
2012-09-19T07:00:00Z,3,0,1,1,21.32,25,63,15.0013,16,529,545
2011-10-02T22:00:00Z,4,0,0,3,14.76,18.18,81,6.0032,9,55,64
2011-09-02T02:00:00Z,3,0,1,3,25.42,29.545,73,7.0015,9,11,20
2011-09-08T15:00:00Z,3,0,1,3,27.06,29.545,89,19.9995,24,115,139
2011-04-05T15:00:00Z,2,0,1,1,16.4,20.455,46,31.0009,6,62,68
2011-01-03T23:00:00Z,1,0,1,1,7.38,10.605,55,7.0015,1,11,12
2012-02-05T00:00:00Z,1,0,0,2,9.84,12.12,87,8.9981,3,58,61
2012-07-12T03:00:00Z,3,0,1,1,26.24,30.305,69,7.0015,0,10,10
2012-01-05T23:00:00Z,1,0,1,1,9.84,12.88,70,7.0015,4,56,60
